"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Phylum","specific_epithet"
"816","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.3,320,"Ana_UG","Arachnida",NA,NA
"817","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.4,320,"Ana_UG","Arachnida",NA,NA
"818","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.9,320.1,"Ana_UG","Arachnida",NA,NA
"819","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.9,330,"Ana_UG","Arachnida",NA,NA
"820","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.32,330,"Ana_UG","Arachnida",NA,NA
"821","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13.21,330,"Ana_UG","Arachnida",NA,NA
"822","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15,330,"Ana_UG","Arachnida",NA,NA
"823","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15,330,"Ana_UG","Arachnida",NA,NA
"824","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.5,330,"Ana_UG","Arachnida",NA,NA
"825","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.5,330,"Ana_UG","Arachnida",NA,NA
"826","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.8,330,"Ana_UG","Arachnida",NA,NA
"827","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.35,340,"Ana_UG","Arachnida",NA,NA
"828","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.99,340,"Ana_UG","Arachnida",NA,NA
"829","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.07,340,"Ana_UG","Arachnida",NA,NA
"830","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.9,340,"Ana_UG","Arachnida",NA,NA
"831","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.2,340,"Ana_UG","Arachnida",NA,NA
"832","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.3,340,"Ana_UG","Arachnida",NA,NA
"833","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23.3,347.83,"Ana_UG","Arachnida",NA,NA
"834","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.5,349.71,"Ana_UG","Arachnida",NA,NA
"835","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.5,350,"Ana_UG","Arachnida",NA,NA
"836","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.8,350,"Ana_UG","Arachnida",NA,NA
"837","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.7,350,"Ana_UG","Arachnida",NA,NA
"838","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.2,350,"Ana_UG","Arachnida",NA,NA
"839","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.33,350,"Ana_UG","Arachnida",NA,NA
"840","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.45,350,"Ana_UG","Arachnida",NA,NA
"841","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.41,350,"Ana_UG","Arachnida",NA,NA
"842","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.8,350,"Ana_UG","Arachnida",NA,NA
"843","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,350,"Ana_UG","Arachnida",NA,NA
"844","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17,350,"Ana_UG","Arachnida",NA,NA
"845","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.2,350,"Ana_UG","Arachnida",NA,NA
"846","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.1,350,"Ana_UG","Arachnida",NA,NA
"847","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.1,360,"Ana_UG","Arachnida",NA,NA
"848","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.2,360,"Ana_UG","Arachnida",NA,NA
"849","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.8,360,"Ana_UG","Arachnida",NA,NA
"850","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.25,360,"Ana_UG","Arachnida",NA,NA
"851","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14,360,"Ana_UG","Arachnida",NA,NA
"852","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.87,360,"Ana_UG","Arachnida",NA,NA
"853","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.33,360,"Ana_UG","Arachnida",NA,NA
"854","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18,370,"Ana_UG","Arachnida",NA,NA
"855","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.3,370,"Ana_UG","Arachnida",NA,NA
"856","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21,370,"Ana_UG","Arachnida",NA,NA
"857","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.99,370,"Ana_UG","Arachnida",NA,NA
"858","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.94,370,"Ana_UG","Arachnida",NA,NA
"859","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16,370,"Ana_UG","Arachnida",NA,NA
"860","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.6,370,"Ana_UG","Arachnida",NA,NA
"861","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.1,370,"Ana_UG","Arachnida",NA,NA
"862","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.1,370,"Ana_UG","Arachnida",NA,NA
"863","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.2,370,"Ana_UG","Arachnida",NA,NA
"864","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.98,380,"Ana_UG","Arachnida",NA,NA
"865","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17,380,"Ana_UG","Arachnida",NA,NA
"866","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.1,380,"Ana_UG","Arachnida",NA,NA
"867","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.1,390,"Ana_UG","Arachnida",NA,NA
"868","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.93,390,"Ana_UG","Arachnida",NA,NA
"869","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.97,390,"Ana_UG","Arachnida",NA,NA
"870","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.09,390,"Ana_UG","Arachnida",NA,NA
"871","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.68,390,"Ana_UG","Arachnida",NA,NA
"872","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.94,390,"Ana_UG","Arachnida",NA,NA
"873","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,390,"Ana_UG","Arachnida",NA,NA
"874","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.66,390,"Ana_UG","Arachnida",NA,NA
"875","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.5,390,"Ana_UG","Arachnida",NA,NA
"876","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.7,390,"Ana_UG","Arachnida",NA,NA
"877","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23.2,397.25,"Ana_UG","Arachnida",NA,NA
"878","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.5,400,"Ana_UG","Arachnida",NA,NA
"879","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.1,400,"Ana_UG","Arachnida",NA,NA
"880","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.8,400,"Ana_UG","Arachnida",NA,NA
"881","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.7,400,"Ana_UG","Arachnida",NA,NA
"882","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.3,400,"Ana_UG","Arachnida",NA,NA
"883","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16,400,"Ana_UG","Arachnida",NA,NA
"884","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.7,400,"Ana_UG","Arachnida",NA,NA
"885","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.7,400,"Ana_UG","Arachnida",NA,NA
"886","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16,400,"Ana_UG","Arachnida",NA,NA
"887","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.1,400,"Ana_UG","Arachnida",NA,NA
"888","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.9,410,"Ana_UG","Arachnida",NA,NA
"889","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.1,410,"Ana_UG","Arachnida",NA,NA
"890","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.63,410,"Ana_UG","Arachnida",NA,NA
"891","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,410,"Ana_UG","Arachnida",NA,NA
"892","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,410,"Ana_UG","Arachnida",NA,NA
"893","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.7,410,"Ana_UG","Arachnida",NA,NA
"894","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.9,414.86,"Ana_UG","Arachnida",NA,NA
"895","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.2,420,"Ana_UG","Arachnida",NA,NA
"896","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.2,420,"Ana_UG","Arachnida",NA,NA
"897","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.6,420,"Ana_UG","Arachnida",NA,NA
"898","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.69,420,"Ana_UG","Arachnida",NA,NA
"899","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.21,420,"Ana_UG","Arachnida",NA,NA
"900","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.7,420,"Ana_UG","Arachnida",NA,NA
"901","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.2,424.87,"Ana_UG","Arachnida",NA,NA
"902","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.2,430,"Ana_UG","Arachnida",NA,NA
"903","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,430,"Ana_UG","Arachnida",NA,NA
"904","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.5,430,"Ana_UG","Arachnida",NA,NA
"905","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.9,430,"Ana_UG","Arachnida",NA,NA
"906","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.62,430,"Ana_UG","Arachnida",NA,NA
"907","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.3,430,"Ana_UG","Arachnida",NA,NA
"908","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.92,440,"Ana_UG","Arachnida",NA,NA
"909","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.96,440,"Ana_UG","Arachnida",NA,NA
"910","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16,440,"Ana_UG","Arachnida",NA,NA
"911","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.12,440,"Ana_UG","Arachnida",NA,NA
"912","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.14,440,"Ana_UG","Arachnida",NA,NA
"913","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.89,440,"Ana_UG","Arachnida",NA,NA
"914","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.06,440,"Ana_UG","Arachnida",NA,NA
"915","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.04,440,"Ana_UG","Arachnida",NA,NA
"916","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17,440,"Ana_UG","Arachnida",NA,NA
"917","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.6,440,"Ana_UG","Arachnida",NA,NA
"918","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.3,440,"Ana_UG","Arachnida",NA,NA
"919","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.5,440,"Ana_UG","Arachnida",NA,NA
"920","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.1,450,"Ana_UG","Arachnida",NA,NA
"921","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.7,450,"Ana_UG","Arachnida",NA,NA
"922","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.28,450,"Ana_UG","Arachnida",NA,NA
"923","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.5,450,"Ana_UG","Arachnida",NA,NA
"924","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.5,450,"Ana_UG","Arachnida",NA,NA
"925","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.2,450,"Ana_UG","Arachnida",NA,NA
"926","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.2,450,"Ana_UG","Arachnida",NA,NA
"927","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22,451,"Ana_UG","Arachnida",NA,NA
"928","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23,452.09,"Ana_UG","Arachnida",NA,NA
"929","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21,452.1,"Ana_UG","Arachnida",NA,NA
"930","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.9,460,"Ana_UG","Arachnida",NA,NA
"931","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.1,460,"Ana_UG","Arachnida",NA,NA
"932","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.1,460,"Ana_UG","Arachnida",NA,NA
"933","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.52,460,"Ana_UG","Arachnida",NA,NA
"934","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.28,460,"Ana_UG","Arachnida",NA,NA
"935","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.8,460,"Ana_UG","Arachnida",NA,NA
"936","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.8,460,"Ana_UG","Arachnida",NA,NA
"937","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.4,470,"Ana_UG","Arachnida",NA,NA
"938","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.98,470,"Ana_UG","Arachnida",NA,NA
"939","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23.02,470,"Ana_UG","Arachnida",NA,NA
"940","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.9,470,"Ana_UG","Arachnida",NA,NA
"941","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,470,"Ana_UG","Arachnida",NA,NA
"942","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.5,470,"Ana_UG","Arachnida",NA,NA
"943","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8,470,"Ana_UG","Arachnida",NA,NA
"944","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.71,470,"Ana_UG","Arachnida",NA,NA
"945","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.93,470,"Ana_UG","Arachnida",NA,NA
"946","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.2,470,"Ana_UG","Arachnida",NA,NA
"947","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",25.39,480,"Ana_UG","Arachnida",NA,NA
"948","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.86,480,"Ana_UG","Arachnida",NA,NA
"949","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.9,480,"Ana_UG","Arachnida",NA,NA
"950","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.09,480,"Ana_UG","Arachnida",NA,NA
"951","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.2,480,"Ana_UG","Arachnida",NA,NA
"952","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17,480,"Ana_UG","Arachnida",NA,NA
"953","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.22,490,"Ana_UG","Arachnida",NA,NA
"954","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.1,490,"Ana_UG","Arachnida",NA,NA
"955","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.35,490,"Ana_UG","Arachnida",NA,NA
"956","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.1,490,"Ana_UG","Arachnida",NA,NA
"957","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.3,500,"Ana_UG","Arachnida",NA,NA
"958","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.6,500,"Ana_UG","Arachnida",NA,NA
"959","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19,500,"Ana_UG","Arachnida",NA,NA
"960","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.1,500,"Ana_UG","Arachnida",NA,NA
"961","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.8,510,"Ana_UG","Arachnida",NA,NA
"962","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.8,510,"Ana_UG","Arachnida",NA,NA
"963","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.4,510,"Ana_UG","Arachnida",NA,NA
"964","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.7,510,"Ana_UG","Arachnida",NA,NA
"965","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.2,510,"Ana_UG","Arachnida",NA,NA
"966","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.4,520,"Ana_UG","Arachnida",NA,NA
"967","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.2,520,"Ana_UG","Arachnida",NA,NA
"968","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16.5,520,"Ana_UG","Arachnida",NA,NA
"969","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18,520,"Ana_UG","Arachnida",NA,NA
"970","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20,520,"Ana_UG","Arachnida",NA,NA
"971","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20,530,"Ana_UG","Arachnida",NA,NA
"972","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.6,530,"Ana_UG","Arachnida",NA,NA
"973","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.59,530,"Ana_UG","Arachnida",NA,NA
"974","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.3,530,"Ana_UG","Arachnida",NA,NA
"975","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20,540,"Ana_UG","Arachnida",NA,NA
"976","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.2,540,"Ana_UG","Arachnida",NA,NA
"977","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.4,546.43,"Ana_UG","Arachnida",NA,NA
"978","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",22.36,550,"Ana_UG","Arachnida",NA,NA
"979","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",16,550,"Ana_UG","Arachnida",NA,NA
"980","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.54,550,"Ana_UG","Arachnida",NA,NA
"981","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.5,550,"Ana_UG","Arachnida",NA,NA
"982","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.5,550,"Ana_UG","Arachnida",NA,NA
"983","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.54,560,"Ana_UG","Arachnida",NA,NA
"984","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.21,560,"Ana_UG","Arachnida",NA,NA
"985","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.7,560,"Ana_UG","Arachnida",NA,NA
"986","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",25.07,570,"Ana_UG","Arachnida",NA,NA
"987","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19,570,"Ana_UG","Arachnida",NA,NA
"988","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.3,570,"Ana_UG","Arachnida",NA,NA
"989","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.5,570,"Ana_UG","Arachnida",NA,NA
"990","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.2,580,"Ana_UG","Arachnida",NA,NA
"991","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.1,580,"Ana_UG","Arachnida",NA,NA
"992","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,580,"Ana_UG","Arachnida",NA,NA
"993","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.4,590,"Ana_UG","Arachnida",NA,NA
"994","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.3,600,"Ana_UG","Arachnida",NA,NA
"995","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14.8,600,"Ana_UG","Arachnida",NA,NA
"996","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.7,600,"Ana_UG","Arachnida",NA,NA
"997","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.57,610,"Ana_UG","Arachnida",NA,NA
"998","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.05,610,"Ana_UG","Arachnida",NA,NA
"999","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.34,610,"Ana_UG","Arachnida",NA,NA
"1000","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.4,610,"Ana_UG","Arachnida",NA,NA
"1001","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.1,610,"Ana_UG","Arachnida",NA,NA
"1002","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.7,620,"Ana_UG","Arachnida",NA,NA
"1003","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.8,620,"Ana_UG","Arachnida",NA,NA
"1004","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.5,620,"Ana_UG","Arachnida",NA,NA
"1005","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23.4,630,"Ana_UG","Arachnida",NA,NA
"1006","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.07,630,"Ana_UG","Arachnida",NA,NA
"1007","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23,630,"Ana_UG","Arachnida",NA,NA
"1008","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.8,630,"Ana_UG","Arachnida",NA,NA
"1009","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",18.2,630,"Ana_UG","Arachnida",NA,NA
"1010","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",14,640,"Ana_UG","Arachnida",NA,NA
"1011","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.88,640,"Ana_UG","Arachnida",NA,NA
"1012","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.87,650,"Ana_UG","Arachnida",NA,NA
"1013","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",17.95,660,"Ana_UG","Arachnida",NA,NA
"1014","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19,660,"Ana_UG","Arachnida",NA,NA
"1015","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,670,"Ana_UG","Arachnida",NA,NA
"1016","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",15.2,670,"Ana_UG","Arachnida",NA,NA
"1017","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20.36,680,"Ana_UG","Arachnida",NA,NA
"1018","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20,680,"Ana_UG","Arachnida",NA,NA
"1019","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",21.28,690,"Ana_UG","Arachnida",NA,NA
